movie_ID,title,tconst,match_type
447,The Making of Fanny and Alexander,,
14779,The Mission: Special Edition,,
4195,The Mission: Special Edition: Bonus Material,,
13920,Legend: Bonus Material,,
3439,Tampopo,,
15396,Dragon Ball: King Piccolo Saga: Part 1,,
623,Dario Argento Collection: Vol. 2: Demons 2,,
5840,Black Adder II,,
15362,Friday the 13th: Part 6: Jason Lives,,
417,Transformers: Season 3: Part 1,,
8031,Ken Burns' America: The Statue of Liberty,,
5888,Cheers: Season 5,,
1944,Gall Force: Vol. 1: Eternal Story,,
10961,George Carlin: Playing with Your Head,,
8723,My Little Pony and Friends: The End of Flutter Valley,,
11287,The Golden Girls: Season 2,,
10117,84 Charing Cross Road,,
11994,A Room with a View: Special Edition,,
11823,Down by Law: Bonus Material,,
12033,Nightmaster,,
10902,Crime Story: Season 1,,
9027,Poltergeist II / Poltergeist III: Double Feature,,
9764,War of the Shaolin Temple,,
1189,Aida: Giuseppe Verdi: Teatro Alla Scala,,
3014,The Boys Next Door,,
1658,"Yes, Prime Minister: The Complete Collection",,
8650,My Little Pony: Season 1,,
11321,Born to Defense,,
17700,Mysteries of the Deep: Legendary Shipwrecks: Secrets of the Titanic,,
1625,Aliens: Collector's Edition,,
8688,"Manon of the Spring (Jean de Florette, Part II)",,
12111,G.I. Joe: Season 2: Part 1,,
11469,Sledge Hammer!: Season 1,,
10754,Adventures of the Galaxy Rangers,,
11603,Aliens: Collector's Edition: Bonus Material,,
17544,Degrassi Junior High: Season 1,,
2998,Lucia Di Lammermoor: Donizetti: Australian Opera,,
8941,Dio: Sacred Heart,,
10323,The Shaolin Invincibles,,
11349,Mr. Vampire 2,,
12358,A Room With a View: Special Edition: Bonus Material,,
8834,Sonny Rollins: Saxophone Colossus,,
11415,The Super Ninja,,
9147,The Care Bears Movie II: A New Generation,,
9463,Castle in the Sky: Bonus Material,,
8877,My Beautiful Laundrette,,
12539,The Fly / The Fly 2,,
1054,Odin: Photon Space Sailer Starlight,,
9547,Troll / Troll 2: Double Feature,,
11219,Legend: The Director's Cut,,
15890,The Brave Little Toaster,tt0092695,1.0
14931,Near Dark,tt0093605,1.0
405,Wings of Desire,tt0093191,1.0
11098,Wish You Were Here,tt0094331,1.0
3849,Leonard Part 6,tt0093405,1.0
12072,Project X,tt0093793,1.0
7910,The Living Daylights,tt0093428,1.0
11544,The Witches of Eastwick,tt0094332,1.0
15091,Gardens of Stone,tt0093073,1.0
12037,Stevie Nicks: Live at Red Rocks,tt0284519,1.0
12815,The Confessions of Robert Crumb,tt0255902,1.0
6327,Summer School,tt0094072,1.0
7924,The Bedroom Window,tt0092627,1.0
6190,Some Kind of Wonderful,tt0094006,1.0
15087,Mr. India,tt0093578,1.0
1837,Tin Men,tt0094155,1.0
15000,The Big Town,tt0092656,1.0
9762,Jaws: The Revenge,tt0093300,1.0
1425,No Way Out,tt0093640,1.0
15004,Street Smart,tt0432505,1.0
2868,Maid to Order,tt0093476,1.0
17630,Hangmen,tt0093142,1.0
12021,No Man's Land,tt0093638,1.0
3691,Slumber Party Massacre II,tt0093996,1.0
4166,Hollywood Shuffle,tt0093200,1.0
17415,Steel Dawn,tt0094033,1.0
16346,Assassination,tt0092585,1.0
5665,The Secret of My Success,tt0093936,1.0
5668,Square Dance,tt0094020,1.0
13165,I Was a Teenage Zombie,tt0093238,1.0
13041,The Believers,tt0092632,1.0
1215,Walk Like a Man,tt14657502,1.0
1922,Hot Pursuit,tt0093215,1.0
5542,Making Mr. Right,tt0093477,1.0
15619,House II: The Second Story,tt0093220,1.0
8409,The Pick-up Artist,tt0093737,1.0
8405,Down and Out in Beverly Hills,tt0092344,1.0
17471,Eastern Condors,tt0090956,1.0
3116,Prick Up Your Ears,tt0093776,1.0
15770,The Way Things Go,tt0094300,1.0
1580,City on Fire,tt0093435,1.0
5584,Street Trash,tt0094057,1.0
127,Fatal Beauty,tt0093011,1.0
13072,Nuts,tt0093660,1.0
5620,Tough Guys Don't Dance,tt0094169,1.0
10024,Hello Again,tt0093175,1.0
13117,Gunsmoke: Return to Dodge,tt0093130,1.0
13119,Ernest Goes to Camp,tt0092974,1.0
13128,Wall Street,tt0094291,1.0
3647,Death Before Dishonor,tt0092854,1.0
13139,Maurice,tt0093512,1.0
3375,Extreme Prejudice,tt0092997,1.0
15643,The Secret Garden,tt0093935,1.0
8372,Police Academy 4: Citizens on Patrol,tt0093756,1.0
11835,Tragic Hero,tt0094356,1.0
12081,Neo Tokyo,tt0185481,1.0
5915,Slaughterhouse,tt0093990,1.0
17435,Hope and Glory,tt0093209,1.0
9889,Heat,tt5172026,1.0
3862,Superman IV: The Quest for Peace,tt0094074,1.0
530,Return to Horror High,tt0093854,1.0
15741,Burglar,tt0092710,1.0
8120,Promised Land,tt0095916,1.0
3401,The Whales of August,tt0094315,1.0
15204,North Shore,tt0093648,1.0
6006,The Sicilian,tt0093966,1.0
8076,Diane Schuur & the Count Basie Orchestra,tt0237160,1.0
4089,Innerspace,tt0093260,1.0
13326,House of Games,tt0093223,1.0
16877,A Prayer for the Dying,tt0093771,1.0
11837,Three Men and a Baby,tt0094137,1.0
15388,Critical Condition,tt0092798,1.0
15647,Creepshow 2,tt0092796,1.0
15664,I've Heard the Mermaids Singing,tt0093239,1.0
15671,The Running Man,tt0093894,1.0
2937,The Gate,tt0093075,1.0
5472,Spaceballs,tt0094012,1.0
11865,The Hidden,tt0093185,1.0
930,Back to the Beach,tt0092608,1.0
6333,Hiding Out,tt0093186,1.0
8881,RoboCop,tt0093870,1.0
7617,Dirty Dancing,tt14598800,1.0
3225,A Nightmare on Elm Street 3: Dream Warriors,tt0093629,1.0
4450,Pelle the Conqueror,tt0093713,1.0
4874,Broadcast News,tt0092699,1.0
2920,Baby Boom,tt0092605,1.0
11214,La Bamba,tt0093378,1.0
7590,Fatal Attraction,tt0605720,1.0
12314,The Garbage Pail Kids Movie,tt0093072,1.0
3276,Cry Freedom,tt0092804,1.0
16170,Munchies,tt0093582,1.0
16171,Radio Days,tt0093818,1.0
9369,Nadine,tt0093596,1.0
9367,"Like Father, Like Son",tt1339904,1.0
7552,Three O'Clock High,tt0094138,1.0
14430,Black Widow,tt0180550,1.0
12661,Hellraiser,tt0093177,1.0
9005,The Principal,tt0093780,1.0
646,Matewan,tt0093509,1.0
12700,Elvis '56,tt0289701,1.0
2079,Family Viewing,tt0093006,1.0
6702,Roxanne,tt0093886,1.0
7643,Empire of the Sun,tt0092965,1.0
12260,Barfly,tt0092618,1.0
6769,Jackson Pollock,tt0297985,1.0
1798,Lethal Weapon,tt0093409,1.0
13869,Foxfire,tt0093046,1.0
7534,Adventures in Babysitting,tt0092513,1.0
1514,Amazon Women on the Moon,tt0092546,1.0
14382,Raising Arizona,tt0093822,1.0
14295,Andy Warhol,tt5367922,1.0
10522,Aria,tt0092580,1.0
16427,Swimming to Cambodia,tt0094089,1.0
7172,Prince of Darkness,tt0093777,1.0
2953,Moonstruck,tt0093565,1.0
7193,The Princess Bride,tt0093779,1.0
7219,The Untouchables,tt0094226,1.0
2148,From the Hip,tt0093051,1.0
16366,Stakeout,tt0094025,1.0
14124,Beauty and the Beast,tt0092626,1.0
4669,Suspect,tt0094082,1.0
4705,Overboard,tt0093693,1.0
7240,Beverly Hills Cop II,tt0092644,1.0
14174,The Belly of an Architect,tt0092637,1.0
16352,Disorderlies,tt0092897,1.0
319,Straight to Hell,tt0094048,1.0
16444,Over the Top,tt0093692,1.0
12595,Fortunes of War,tt0092353,1.0
4839,The Good Wife,tt0093106,1.0
7414,G.I. Joe: The Movie,tt0093066,1.0
14341,An Autumn's Tale,tt0093426,1.0
17339,Full Metal Jacket,tt0093058,1.0
11356,Dragnet,tt0092925,1.0
7435,Less Than Zero,tt0773420,1.0
14322,Scooby-Doo Meets the Boo Brothers,tt0189070,1.0
7423,Epidemic,tt0092972,1.0
12427,The Quick and the Dead,tt0093811,1.0
16065,Best Seller,tt0092641,1.0
10049,Easy Money,tt0094162,1.0
3710,Flowers in the Attic,tt0093036,1.0
3416,Masters of the Universe,tt0093507,1.0
2322,Real Men,tt0093828,1.0
14677,I'll Take Manhattan,tt0092378,1.0
6408,"Good Morning, Vietnam",tt0093105,1.0
15936,September,tt0878621,1.0
7845,Fleetwood Mac: Tango in the Night,tt0255173,1.0
10747,Can't Buy Me Love,tt0092718,1.0
10302,Death Wish 4: The Crackdown,tt0092857,1.0
10748,Hamburger Hill,tt0093137,1.0
13777,Heaven,tt0093166,1.0
3727,Rich and Famous,tt0093306,1.0
15932,A Chinese Ghost Story,tt0093978,1.0
1043,Outrageous Fortune,tt0093690,1.0
9511,Someone to Watch Over Me,tt0094008,1.0
8946,Blind Chance,tt0084549,1.0
7709,Surf Nazis Must Die,tt0094077,1.0
6664,Babette's Feast,tt0092603,1.0
11168,Opera,tt0093677,1.0
10734,The Last Emperor,tt0093389,1.0
831,Mannequin,tt0093493,1.0
14756,White Water Summer,tt0094318,1.0
12164,Dead of Winter,tt0092842,1.0
15901,Blind Date,tt0092666,1.0
15959,High Season,tt0095303,1.0
15104,Anne of Green Gables: The Sequel,tt0092571,2.0
16856,Withnail and I,tt0094336,2.0
15769,Raw,tt0092948,3.0
2462,"Planes, Trains and Automobiles",tt0093748,3.0
5451,The Celts: Rich Traditions and Ancient Myths,tt0271900,3.0
3168,Evil Dead 2: Dead by Dawn,tt0092991,3.0
11270,Magnificent Warriors,tt0094375,3.0
15987,Sherlock Holmes: The Sign of Four,tt0685628,3.0
14785,Big Bad Mama 2,tt0092652,3.0
5315,The Lost Boys: Special Edition: Bonus Material,,
8789,Medea,,
7963,Married... with Children: The Most Outrageous Episodes: Vol. 1,,
11112,Karajan/Mutter: Vivaldi: Four Seasons,,
14990,Pee-Wee's Playhouse: Vol. 2,,
11542,French & Saunders: The Ingenue Years,,
17161,Cirque du Soleil: Cirque Reinvented,,
17640,Unsolved Mysteries: Bizarre Murders,,
11103,Date With an Angel,,
544,Maurice: Bonus Material,,
8520,Slave Girls From Beyond Infinity,,
10068,Jem & The Holograms: Season 3: Part 1,,
8480,Dorothy L. Sayers Mysteries: Strong Poison,,
8477,Project A-ko: Love and Robots,,
2886,Grateful Dead: View from the Vault 4,,
10105,The Big Easy,,
15441,Boyfriends & Girlfriends,,
13015,The Lost Boys: Special Edition,,
5512,Taffin,,
10918,Black Adder III,,
3109,Nekromantik,,
17007,Teenage Mutant Ninja Turtles (1980s),,
15550,Hello Kitty Becomes a Princess,,
464,The Return of Ruben Blades,,
15567,Grateful Dead: Ticket to New Year's,,
11737,Mr. Vampire 3,,
16983,Paul Simon: Graceland: The African Concert,,
3351,Gospel According to Al Green,,
8556,Sledge Hammer!: Season 2,,
5922,Stand and Deliver,,
5406,Married... with Children: Season 1,,
15258,Sam Kinison: Family Entertainment Hour,,
8107,Predator: Collector's Edition,,
539,Rumpole of the Bailey: Series 4,,
230,Unsolved Mysteries: Psychics,,
11645,The Real Buddy Holly Story,,
8336,Married... with Children: Season 2,,
15390,Eric Clapton & Friends: Live 1986,,
8340,Rendez-vous,,
8325,Throw Momma From the Train,,
9925,Doctor Who: Remembrance of the Daleks,,
3609,Predator: Collector's Edition: Bonus Material,,
4466,Assault of the Killer Bimbos,,
9030,The Flaming Brothers,,
6883,Cheers: Season 6,,
6885,Seasons: IMAX,,
9045,Howling 3: The Marsupials,,
12635,Cheerleader Camp,,
16489,Unsolved Mysteries: Miracles,,
1728,Married... with Children: The Most Outrageous Episodes: Vol. 2,,
1500,Miss Marple: Collection 2,,
9400,Allan Quatermain and the Lost City of Gold,,
1443,21 Jump Street: Season 2,,
14632,Roy Orbison: Black & White Night,,
7666,Nayagan: Tamil,,
10716,Unsolved Mysteries: Strange Legends,,
7640,Miss Marple: Collection 1,,
11187,21 Jump Street: Season 1,,
2263,Gothic,,
3811,Hell Comes to Frogtown,,
12290,The Dame Edna Experience: Series 1,,
13872,The Dame Edna Experience: Series 2,,
16194,The Whistle Blower,,
7147,MacGyver: Season 3,,
4600,American Ninja 2 / American Ninja 3: Double Feature,,
7210,Metallica: Cliff 'Em All,,
9184,Karajan: Mozart: Don Giovanni,,
12507,Hello Kitty Goes to the Movies,,
10629,Deathstalker 2,,
3493,Radio Bikini,,
7478,Tour of Duty: Season 1,,
10479,Unsolved Mysteries: UFOs,,
7026,The Dame Edna Experience: The Christmas Specials,,
713,Cause Celebre,,
10666,Star Trek: The Next Generation: Season 1,,
7456,Ninja Checkmate,,
14366,Dorothy L. Sayers Mysteries: Have His Carcase,,
10959,Dorothy L. Sayers Mysteries: Gaudy Night,,
4538,Ninja vs. Bruce Lee,,
7086,Brain Damage (Limited Edition),,
12133,Redneck Zombies,,
7849,Unsolved Mysteries: Ghosts,,
12793,Alf: Season 2,,
11513,Vampires in Havana,,
9540,The Decalogue,,
5088,Dirty Dancing: Bonus Material,,
9509,Batteries Not Included,,
2067,Wiseguy: Season 1: Part 1,,
12212,Dolls,,
15904,Hello Kitty Saves the Day,,
7804,Full House: Season 1,,
11129,Celebrating Bird: The Triumph of Charlie Parker,,
7821,Kimagure Orange Road TV Series,,
9566,Inspector Morse 1: The Dead of Jericho,,
7770,Piece of Cake,tt0157239,1.0
16376,U2: Rattle and Hum,tt0096328,1.0
13184,High Spirits,tt0095304,1.0
7673,School Daze,tt0535173,1.0
10857,The Men Who Killed Kennedy,tt0254033,1.0
13226,Salsa,tt0096030,1.0
10790,Crying Freeman,tt0159386,1.0
16663,Mac and Me,tt0095560,1.0
4646,Ernest Saves Christmas,tt0095107,1.0
4640,Rain Man,tt0095953,1.0
3295,Action Jackson,tt0094612,1.0
13534,Bull Durham,tt0094812,1.0
10712,Above the Law,tt0094602,1.0
9109,Cocoon: The Return,tt0094890,1.0
7588,They Live,tt0096256,1.0
13825,The Vanishing,tt0096163,1.0
13125,Scooby-Doo and the Ghoul School,tt0189071,1.0
12839,License to Drive,tt0095519,1.0
13083,A Short Film About Killing,tt0095468,1.0
13580,A Fish Called Wanda,tt0095159,1.0
2820,Intruder,tt0525389,1.0
13120,I Love Maria,tt0088269,1.0
4218,Sorority Babes in the Slimeball Bowl-O-Rama,tt0096142,1.0
7730,The New Adventures of Pippi Longstocking,tt0093744,1.0
9142,Saturday the 14th Strikes Back,tt0096039,1.0
1769,The Incredible Hulk Returns,tt0095368,1.0
15,Neil Diamond: Greatest Hits Live,tt0168093,1.0
13817,Troma's War,tt0096310,1.0
10604,Dominick and Eugene,tt0095050,1.0
10830,Scrooged,tt0096061,1.0
4596,D.O.A.,tt0094933,1.0
11282,Little Nikita,tt0095532,1.0
7779,Willow,tt0096446,1.0
10868,Satisfaction,tt0096037,1.0
10648,The Kiss,tt0095454,1.0
16529,Curse of the Queerwolf,tt0094930,1.0
8177,Gorillas in the Mist,tt0095243,1.0
7831,Critters 2: The Main Course,tt0094919,1.0
8894,Cane Toads: An Unnatural History,tt0130529,1.0
12926,Red Heat,tt0095963,1.0
16630,Pumpkinhead,tt0095925,1.0
12775,A Pup Named Scooby-Doo,tt0094531,1.0
12913,Funny Farm,tt0095188,1.0
8083,The Tracker,tt0096295,1.0
8065,Lady in White,tt0095484,1.0
16533,A Vision Shared: A Tribute to Woody Guthrie and Leadbelly,tt0460599,1.0
823,Sleepaway Camp II: Unhappy Campers,tt0096118,1.0
7856,Shahenshah,tt0093949,1.0
3268,The Blob,tt0094761,1.0
1852,The Greatest Lover,tt0095236,1.0
10662,Akira,tt6158448,1.0
7475,Running on Empty,tt0096018,1.0
7615,Killer Klowns from Outer Space,tt0095444,1.0
13507,Dragons of the Orient,tt0106771,1.0
4117,Monkey Shines,tt0095652,1.0
13631,The Big Heat,tt0099248,1.0
7803,Deadbeat at Dawn,tt0099377,1.0
7536,Sweet Hearts Dance,tt0096200,1.0
4049,Torch Song Trilogy,tt0096289,1.0
8341,Mr. North,tt0095665,1.0
16429,Shakedown,tt0096087,1.0
7898,Powaqqatsi,tt0095895,1.0
16841,The Thin Blue Line,tt2263894,1.0
16643,The Bourne Identity,tt0094791,1.0
2709,Howling IV: The Original Nightmare,tt0095334,1.0
11035,Tanner '88,tt0094562,1.0
13706,Rocket Gibraltar,tt0096003,1.0
3853,Cop,tt0092783,1.0
9098,A Cry in the Dark,tt0094924,1.0
8920,Tapeheads,tt0096223,1.0
8219,Clean and Sober,tt0094884,1.0
4177,Salaam Bombay!,tt0096028,1.0
7485,Frantic,tt0095174,1.0
5435,Biloxi Blues,tt0094746,1.0
6210,Veronico Cruz,tt0092880,1.0
10249,Stormy Monday,tt0096180,1.0
10452,Full Moon in Blue Water,tt0095186,1.0
15859,Arthur 2: On the Rocks,tt0094678,1.0
5477,Twins,tt0096320,1.0
9740,Big Business,tt0094739,1.0
6575,A Short Film About Love,tt0095467,1.0
1536,Fresh Horses,tt0095178,1.0
3725,The Seventh Sign,tt0096073,1.0
15700,The Land Before Time,tt0095489,1.0
12002,Oliver & Company,tt0095776,1.0
14713,Off Limits,tt10851026,1.0
12342,A Night in the Life of Jimmy Reardon,tt0095736,1.0
3612,Chocolat,tt0094868,1.0
5521,Stealing Home,tt0096171,1.0
3716,The Big Blue,tt0095250,1.0
9960,Die Hard,tt0095016,1.0
12376,The Dead Pool,tt0094963,1.0
12141,Casual Sex?,tt0094846,1.0
15885,Alien Nation,tt0094631,1.0
12365,Working Girl,tt0096463,1.0
6259,Night of the Demons,tt0093624,1.0
12343,Coming to America,tt0773406,1.0
16190,Rowing with the Wind,tt0093840,1.0
2229,Heartbreak Hotel,tt0095288,1.0
12347,Short Circuit 2,tt0096101,1.0
5809,Eight Men Out,tt0095082,1.0
10126,Midnight Run,tt0095631,1.0
14780,Beetlejuice,tt0094721,1.0
3658,Zombie 3,tt0096511,1.0
2283,The Couch Trip,tt0094910,1.0
17603,Halloween 4: The Return of Michael Myers,tt0095271,1.0
5997,Young Guns,tt0096487,1.0
532,Young Einstein,tt0096486,1.0
4977,The Great Outdoors,tt0095253,1.0
15755,Big,tt0094737,1.0
5313,Kansas,tt0095428,1.0
1633,The Serpent and the Rainbow,tt0096071,1.0
5361,Masquerade,tt0095599,1.0
9459,I'm Gonna Git You Sucka,tt0095348,1.0
2402,Last Rites,tt0095496,1.0
2287,The Lair of the White Worm,tt0095488,1.0
15177,A Nightmare on Elm Street 4: The Dream Master,tt0095742,1.0
11615,Sunset,tt0096193,1.0
15128,1969,tt0094594,1.0
16049,The Moderns,tt0095649,1.0
442,Mississippi Burning,tt0095647,1.0
9862,Return to Snowy River,tt0095993,1.0
2301,Another Woman,tt0094663,1.0
348,The Last Temptation of Christ,tt0095497,1.0
12195,The Accused,tt0094608,1.0
674,Hellbound: Hellraiser II,tt0095294,1.0
3593,My Neighbor Totoro,tt0096283,1.0
15064,Dangerous Liaisons,tt0094947,1.0
12275,Married to the Mob,tt0095593,1.0
6767,Dead Heat,tt0094961,1.0
3538,Beaches,tt0094715,1.0
11431,The Boost,tt0094783,1.0
11909,The Presidio,tt0095897,1.0
5790,The Drifter,tt0095067,1.0
2521,Punchline,tt0095927,1.0
740,The House on Carroll Street,tt0095333,1.0
16291,Tucker: The Man and His Dream,tt0096316,1.0
9229,Colors,tt0094894,1.0
3634,"Bright Lights, Big City",tt0094799,1.0
11764,Memories of Me,tt0095613,1.0
14850,A Very British Coup,tt0094576,1.0
2184,The Dawning,tt0094955,1.0
733,Dead Ringers,tt0094964,1.0
5659,Two Moon Junction,tt0096324,1.0
12054,Child's Play,tt1164916,1.0
2198,Betrayed,tt0094731,1.0
1655,Talk Radio,tt0096219,1.0
14210,Grave of the Fireflies,tt0095327,1.0
14946,Mobile Suit Gundam: Char's Counterattack,tt0095262,1.0
12097,Without a Clue,tt0096454,1.0
4717,Hero and the Terror,tt0095296,1.0
4692,The Milagro Beanfield War,tt0095638,1.0
3783,Moon Over Parador,tt0095654,1.0
3708,The Beast,tt10434832,1.0
9188,Cocktail,tt0094889,1.0
4739,Mystic Pizza,tt0095690,1.0
2882,The Accidental Tourist,tt0094606,1.0
5568,Not of This Earth,tt0095756,1.0
7125,Bloodsport,tt0092675,1.0
11340,Johnny Be Good,tt0095409,1.0
7080,Maniac Cop,tt0095583,1.0
17196,Bird,tt0094747,1.0
7065,Evil Dead Trap,tt0167147,1.0
14337,Qayamat Se Qayamat Tak,tt0095936,1.0
11548,Appleseed,tt0094668,1.0
479,George Carlin: What Am I Doing in New Jersey?,tt0246644,1.0
7053,Vice Versa,tt0813864,1.0
14973,Tequila Sunrise,tt0096244,1.0
15606,Alien from L.A.,tt0092532,1.0
5750,Messenger of Death,tt0095626,1.0
9590,The Bear,tt0095800,1.0
714,Whisper Kill,tt0096435,1.0
15614,Lemon Sky,tt0093403,1.0
5129,Permanent Record,tt0095853,1.0
14836,Care Bears: Bears Share a Scare,tt3324224,1.0
12223,Dance 'Til Dawn,tt0094941,1.0
14844,Gotham,tt0095246,1.0
17685,Alice,tt1010295,1.0
3165,Dirty Rotten Scoundrels,tt0095031,1.0
2489,The Deceivers,tt0094979,1.0
11702,Hairspray,tt0095270,1.0
1589,Shoot to Kill,tt0096098,1.0
9272,The Good Mother,tt0095238,1.0
1045,For Keeps,tt0095169,3.0
3942,Crocodile Dundee 2,tt0092493,3.0
4524,Bat 21,tt0094712,3.0
7853,36 Fillette,tt0094596,3.0
9284,Virgin Machine,tt0095417,3.0
14484,The Naked Gun,tt0095705,3.0
15346,Return of the Killer Tomatoes,tt0095989,3.0
15693,In the Line of Duty 3,tt0095337,3.0
17171,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0094500,3.0
6498,Caddyshack 2,tt0094824,3.0
11159,Growing up with Winnie the Pooh: Friends Forever,,
3008,Super Drumming: Vol. 1,,
10836,Return of the Living Dead 2,,
3998,Joseph Campbell and The Power of Myth,,
7683,Cinema Paradiso: Director's Cut,,
7935,Bad Taste,,
13794,The Nest,,
7727,Dragon Family,,
2827,Depeche Mode: 101,,
12519,The Ladies Sing the Blues,,
7729,Inspector Wears Skirts,,
9135,Rumpole of the Bailey: Series 5,,
3272,Everybody's All American,,
7976,Ninja Academy,,
4027,Police Academy 5: Assignment - Miami Beach,,
16737,End of the Line,,
8044,American Gothic,,
13645,Iron Eagle 2,,
13669,Red Dwarf: Series 4,,
4435,Hatchet for the Honeymoon,,
4147,She's Having A Baby,,
4046,All Creatures Great and Small: Series 5,,
3381,Degrassi Junior High: Season 3,,
13961,Wedding in Galilee,,
4351,Cobra Verde,,
10766,The Navigator: A Time Travel Adventure,,
16854,Die Hard: Bonus Material,,
217,Cherry 2000,,
3799,Garfield Fantasies,,
9099,Storm Chasers,,
16803,Garfield and Friends: Vol. 1,,
11074,Doomed Megalopolis,,
1277,Red Dwarf: Series 3,,
9569,War and Remembrance: Vol. 2,,
3720,Ronin Warriors: Collection,,
15049,Red Dwarf: Series 4: Bonus Material,,
17122,Swan Lake: Tchaikovsky (Natalia Makarova),,
10432,Tibet: Windham Hill,,
4842,Tina Turner: Rio '88,,
9338,Waxwork / Waxwork II: Double Feature,,
15782,Diary of a Big Man,,
3614,Rouge,,
6257,Aftershock,,
10460,Red Dwarf: Series 1,,
2232,Ken Burns' America: Thomas Hart Benton,,
17691,Red Dwarf: Series 3: Bonus Material,,
12306,Red Dwarf: Series 1: Bonus Material,,
9507,Inspector Morse 6: The Settling of the Sun,,
3595,"Elvira, Mistress of the Dark",,
10335,Care Bears: Magical Adventures,,
15155,Red Dwarf: Series 2,,
5356,All Creatures Great and Small: Series 4,,
12263,Rambo III: Ultimate Edition,,
15244,My Stepmother is an Alien,,
1195,Madonna: The Girlie Show: Live Down Under,,
14709,Star Trek: The Next Generation: Season 2,,
6820,Kimagure Orange Road Movie: I Want to Return to That Day,,
9883,Hades Project: Zeorymer,,
2973,Texas Chainsaw Massacre: A Family Portrait,,
15278,Degrassi Junior High: Season 2,,
1713,Patlabor: The Mobile Police: Original Series,,
6504,Wiseguy: Season 1: Part 2,,
9678,Luther Vandross: Live at Wembley,,
5636,Married... with Children: Season 3,,
741,Ken Burns' America: The Congress,,
2181,A Better Tomorrow II,,
17203,Big Top Pee-Wee,,
1480,Cold Summer of 1953,,
14860,Murphy Brown: Season 1,,
730,Bagdad Cafe,,
1584,Rammstein: Live Aus Berlin,,
9214,Massage Your Mate,,
14914,A Soldier's Tale,,
5606,Picture of a Nymph,,
146,Cannibal Women in the Avocado Jungle of Death,,
12066,Roseanne: Season 1,,
11718,Rent-A-Cop,,
15911,War and Remembrance: Vol. 1,,
9624,21 Jump Street: Season 3,,
10029,Watchers / Watchers II: Double Feature,,
16320,Poirot: The ABC Murders,,
15891,Inspector Morse 5: Last Seen Wearing,,
7216,Care Bears: Festival of Fun,,
10086,Jimmy Doolittle: An American Hero,,
2206,Garfield and Friends: Vol. 2,,
1591,Count Duckula: Season 1,,
10486,Friday the 13th: Part 7: The New Blood,,
1212,Red Dwarf: Series 2: Bonus Material,,
3766,18 Again,,
3648,Who Framed Roger Rabbit?: Special Edition,,
11177,Worth Winning,tt0098678,1.0
16063,Say Anything,tt0098258,1.0
99,A Fishy Story,tt0096989,1.0
14663,Three Fugitives,tt0098471,1.0
14646,Pet Sematary,tt0098084,1.0
14637,Jesus of Montreal,tt0097635,1.0
4371,Eat a Bowl of Tea,tt0097261,1.0
3059,Black Rainbow,tt0099143,1.0
16068,Drugstore Cowboy,tt0097240,1.0
10733,She's Out of Control,tt0098308,1.0
1692,Lonesome Dove,tt0096639,1.0
17714,The Little Mermaid,tt0097757,1.0
11176,"Honey, I Shrunk the Kids",tt0097523,1.0
16094,Family Business,tt0097328,1.0
852,Disorganized Crime,tt0097211,1.0
4956,Back to the Future Part II,tt0096874,1.0
12435,Lethal Weapon 2,tt0097733,1.0
4577,Steel Magnolias,tt0098384,1.0
16232,Leviathan,tt0097737,1.0
12575,Casino Raiders,tt0098708,1.0
2072,K-9,tt0097637,1.0
12412,New York Stories,tt0097965,1.0
720,Roger & Me,tt0098213,1.0
11248,The Dream Team,tt0097235,1.0
7437,The Rachel Papers,tt0098160,1.0
2854,"I, Madman",tt0097557,1.0
1096,Harlem Nights,tt0097481,1.0
3047,The Fabulous Baker Boys,tt0097322,1.0
11331,In Country,tt0097570,1.0
7152,Breaking In,tt0096976,1.0
12512,True Believer,tt0098524,1.0
14158,The Package,tt0098051,1.0
3035,Cousins,tt0097116,1.0
14193,Pink Cadillac,tt0098097,1.0
7182,Dead Bang,tt0097166,1.0
7173,Do the Right Thing,tt0097216,1.0
7364,Driving Miss Daisy,tt0097239,1.0
9227,The Church,tt0094860,1.0
7452,Chopper Chicks in Zombietown,tt0103959,1.0
14002,DeepStar Six,tt0097179,1.0
12675,The Abyss,tt0096754,1.0
16537,Grateful Dead: Downhill from Here,tt0241496,1.0
7585,Kill Me Again,tt0097662,1.0
12643,Dad,tt0097142,1.0
17587,Renegades,tt0098188,1.0
269,Parenthood,tt0098067,1.0
4443,City Hunter: .357 Magnum,tt0097067,1.0
11199,The 'Burbs,tt0096734,1.0
12381,We're No Angels,tt0098625,1.0
14530,Hitcher in the Dark,tt0098072,1.0
4925,God of Gamblers,tt0097244,1.0
4940,Maine Pyar Kiya,tt0100095,1.0
14459,Uncle Buck,tt0098554,1.0
4858,Relentless,tt0098184,1.0
6908,Star Trek V: The Final Frontier,tt3489248,1.0
3764,Triads: The Inside Story,tt0098667,1.0
7498,Rhea Gall Force,tt0158895,1.0
2915,Till We Meet Again,tt0098479,1.0
4847,Glory,tt0097441,1.0
3227,"Enemies, A Love Story",tt0097276,1.0
17368,Slipstream,tt0098350,1.0
4512,Shocker,tt0098320,1.0
705,Major League,tt0097815,1.0
12352,Immediate Family,tt0097567,1.0
7545,The War of the Roses,tt0098621,1.0
6942,UHF,tt0098546,1.0
13943,The Heist,tt0097495,1.0
2104,Kickboxer,tt0097659,1.0
